image,before_psnr,after_psnr,before_ssim,after_ssim,before_uciqe,after_uciqe,before_uiqm,after_uiqm
551_img_.png,11.906243182470337,12.965705804394084,0.54337245,0.6344096,2.2578533,2.6390915,0.40234190044877555,0.4087597834638913
552_img_.png,16.21175920793608,21.016514847581725,0.7590099,0.8857884,1.9104977,3.1507807,0.4011144536296105,0.44303712765114805
554_img_.png,18.018712067997996,20.05202009579296,0.8124487,0.8430683,5.3211784,8.655213,0.5856271907371533,0.608273153763731
5554.png,21.379116375286443,18.936218714792403,0.94402295,0.9076497,4.203249,5.6468935,0.504467435436759,0.49443677952123444
555_img_.png,13.359866859672266,14.356996817140896,0.5835302,0.6259505,2.2918243,3.255508,0.6386395334886155,0.6352811785619292
556_img_.png,18.24550410759651,17.595635130370816,0.6695797,0.72454566,4.937192,5.9260864,0.6148072976042731,0.6021223130334009
557.png,11.741264480013328,11.623437754359669,0.6259882,0.5758428,5.5966935,7.519408,0.4272715495445414,0.5565325376187169
557_img_.png,15.107514537340766,15.471986669910367,0.5395587,0.6087406,2.447906,3.4722724,0.36571836837125976,0.36326207096312624
558_img_.png,13.344958237343704,14.468376749573004,0.475229,0.55251336,2.329046,3.372726,0.3376508025587803,0.3191114691142121
559.png,11.651457544072592,10.659170927766404,0.6117136,0.50115013,4.247456,5.614763,0.45788553956326244,0.5148389728855738
55_img_.png,18.954522348319493,14.418206630580816,0.8673523,0.79108196,3.3018153,3.0552006,0.6306689443222334,0.5687997361019456
560_img_.png,17.585098541028067,17.57519162213259,0.7256245,0.7742555,4.9193377,6.7815757,0.35078626277571434,0.370628603333342
561_img_.png,18.165383217181336,19.0275609968009,0.65683,0.74546593,2.3074453,2.7752252,0.1864978164729363,0.24014114515908558
562_img_.png,14.25181717547897,17.38754389399904,0.63440764,0.7048111,4.0923796,5.4173813,0.4752521289610108,0.5029631007165375
563.png,16.13969141395898,20.305491043872294,0.83897644,0.8735795,4.5903816,8.523896,0.6177091715587086,0.8634439192260002
563_img_.png,10.858995778138432,10.61273523721231,0.6065893,0.61922413,1.537633,1.9435347,0.21577063233112972,0.2408085169263634
564_img_.png,12.365925117972749,12.404641811221646,0.6254866,0.6378525,1.7467782,2.0548558,0.2653068831783595,0.25855771586124277
566_img_.png,21.462135337317243,14.264367157560473,0.9265153,0.81535524,6.85342,7.9026566,0.41254684571763134,0.3403217481228341
567.png,14.747383775110483,17.736712847377497,0.76592517,0.8329032,4.261382,7.7904596,0.5221489534940288,0.7284656795832262
567_img_.png,17.68920467586758,20.13362644435388,0.9175761,0.9457899,2.2994254,3.9276357,0.07377814767596005,0.1175362548588469
568_img_.png,17.373922623623635,21.294373317096085,0.9185142,0.95522285,1.941442,3.3419163,0.06189826887732378,0.10655731444370341
569_img_.png,19.69745031587958,18.068845732351214,0.81125116,0.8053139,2.585789,5.0527306,0.2367888620350132,0.2646036306825043
